Название видеоролика;Описание;Количество просмотров;Url видеоролика
Детская художественная гимнастика в резиденции танца;;57;https://www.youtube.com/watch?v=MIemwCjbSx8
Художественная ГИМНАСТИКА. Соревнования. Гимнастка с обручем;Художественная ГИМНАСТИКА. Соревнования. Гимнастка с обручем. Выступление Титовой Марии Подписывайтесь...;10190;https://www.youtube.com/watch?v=eIuowoFco30
Художественная гимнастика выступление 8 мая детсад 20;Наши звездочки выступили 8 мая в гостях у детского сада 20 города Балаково!!! Денежная помощ на развитие канал...;325605;https://www.youtube.com/watch?v=o8gEY7xtXv0
!!!7000 подписчиков!!! ВОПРОС-ОТВЕТ. Художественная гимнастика, шпагаты, растяжка, перевороты...;Сегодня мы празднуем наши 7000 подписчиков, отвечаем на их вопросы и передаем приветы.. А еще было много вопро...;1618965;https://www.youtube.com/watch?v=a-2J59_XRdc
Первое выступление Анюты/ художественная гимнастика / декабрь 2016;Привет друзья! Вы на канале Happy Family NT! Это наш семейный канал. Наша семья состоит из четырех человек.Мама...;6180;https://www.youtube.com/watch?v=zuUsLLZlHDI
Соревнования по художественной гимнастике в Самаре;Другие видео: 1) https://youtu.be/amrU7oa4kLI 2) https://youtu.be/q-zpObA4s_Q.;25563;https://www.youtube.com/watch?v=2VzMtCuzq18
"Гимнастический элемент ""КОЛБАСКА"".  Как сделать КОЛБАСКУ. Художественная гимнастика.";Я в Instagram: https://www.instagram.com/planeta_sofi/ Подписывайтесь на мою группу Вконтакте: https://vk.com/planeta_sofi Спасибо, что смотри...;63891;https://www.youtube.com/watch?v=Dj6QCylyuw4
Музыка для художественной гимнастики;Время - 1:32.;15309;https://www.youtube.com/watch?v=tjoXqkfOawo
Тренировка,художественная гимнастика;;2040;https://www.youtube.com/watch?v=KdljNJ4Vr8k
Художественная гимнастика в Оренбурге;Художественная гимнастика- это зрелищный, яркий и невероятно красивый вид спорта. Она позволяет в полной...;901;https://www.youtube.com/watch?v=X0Rbjic2KRM
Занятие художественной гимнастикой для детей с 3 лет в Невском районе;Запись занятия по художественной гимнастике от 2.11.2017. Тренировка для детей 3, 4 и 5 лет в Невском районе СПб...;9014;https://www.youtube.com/watch?v=pYuyUCCiaP4
Художественная гимнастика в Оренбурге;Художественная гимнастика- это зрелищный, яркий и невероятно красивый вид спорта. Она позволяет в полной...;901;https://www.youtube.com/watch?v=X0Rbjic2KRM
Художественная гимнастика домашнее задание // Тренировка до заката.;Сегодня на моей тренировке по ХУДОЖЕСТВЕННОЙ ГИМНАСТИКЕ я покажу Вам, сколько на самом деле нужно усилий...;761687;https://www.youtube.com/watch?v=qdt_HT0r1zk
В Алматы тренер по гимнастике на занятии избил ученицу.;В Алматы тренер по гимнастике на занятии избил ученицу. Астана, 9 октября. Тренер из Казахстана кулаками...;1231985;https://www.youtube.com/watch?v=CcKYYnFAb6w
ГИМНАСТИКА ПРОТИВ СПИННЕРА // Художественная гимнастика // Что случилось со спиной Николь?;Как и обещала, Супер Мега Челлендж ВПЕРВЫЕ Гимнастика против Спиннера! Кто дольше? Кто круче? Кто сильнее?...;4580088;https://www.youtube.com/watch?v=LOF6DDbT7gA
Музыка для художественной гимнастики;Время - 1:33.;67870;https://www.youtube.com/watch?v=YDac9yZT04s
Соревнования по художественной гимнастике http://rtv-34.com/;Во дворце детского творчества города Волжского состоялись традиционные соревнования по художественной...;3227;https://www.youtube.com/watch?v=zX8GdPiwTtw
Сложная тренировка по хореографии // Художественная гимнастика;Сложная тренировка по хореографии. Художественная гимнастика.;2722297;https://www.youtube.com/watch?v=wRSECn7c2oE
Детская художественная гимнастика тренировка!!!;Это видео создано с помощью видеоредактора YouTube (http://www.youtube.com/editor);1568;https://www.youtube.com/watch?v=zqWMohe-f2o
Алина 2017. Фестиваль детской художественной гимнастики.;"Участниками IX Благотворительного фестиваля художественной гимнастики ""Алина-2017"" стали более пяти тысяч...";16062;https://www.youtube.com/watch?v=BaPCtGqircQ
Первые, в жизни малышей, детские групповые выступления по художественной гимнастике г.Кстово спорт;Первое выступление наших девочек гимнасток в далеком 2014-м году ))) Соревнования в групповых упражнениях...;700;https://www.youtube.com/watch?v=oEMbeR00uFg
"Художественная гимнастика!Детская программа ""Рюкзачок"" на телеканале Отб.";"Художественная гимнастика! Сюжет о художественной гимнастке Милане .Детская программа ""Рюкзачок"" на телека...";349;https://www.youtube.com/watch?v=coB-DyEVQV8
Первое выступление.художественная гимнастика 2017 Нижний Новгород созвездие;Мои первые соревы, через полгода от начала занятий по гимнастике.;184;https://www.youtube.com/watch?v=rqKJFZ8msw4
Подготовка перед соревнованиями;Жизнь за кадром художественных гимнасток. То, что остается вне ковра.;20485;https://www.youtube.com/watch?v=u4mX_Ai8bEw
Художественная гимнастика. Домашнее задание. Николь в роли тренера. );Сегодня я вам покажу, как я занимаюсь гимнастикой дома. Как я делаю шпагаты, как тяну спину, как отрабатываю...;928968;https://www.youtube.com/watch?v=wKkKBW4UwhM
Художественная гимнастика/выступление с мячом/Лолита Кудрявцева (Одесса);Командный чемпионат Украины по художественной гимнастике 11 ноября 2015 в г. Сумы. Выступление с мячом: Лолита...;4721;https://www.youtube.com/watch?v=QTTskj8P3Uk
Художественная гимнастика. Дина и Арина Аверины;;483411;https://www.youtube.com/watch?v=jPt2_xpJyCs
МОЁ ПЕРВОЕ ВЫСТУПЛЕНИЕ С МЯЧОМ/ХУДОЖЕСТВЕННАЯ ГИМНАСТИКА;Первый раз выступаю с мячом! Мне очень нравится мое упражнение и музыка под него!!! Я выступала с большим...;1638;https://www.youtube.com/watch?v=V01qjFaua_w
Музыка для художественной гимнастики 2;;116524;https://www.youtube.com/watch?v=1rFCtEnb088
Художественная гимнастика. Хансейт Айназ;Чемпионат по художественной гимнастике. Хансейт Айназ. Г. Тараз.;433;https://www.youtube.com/watch?v=HJ5RFnDrNPQ
Художественная гимнастика. Кадриль;Художественная гимнастика. Кадриль.;1073;https://www.youtube.com/watch?v=5voNlUXfdQ4
Маргарита Мамун, обруч, Художественная гимнастика;Rhythmic Gymnastics, художественная гимнастика.;40475;https://www.youtube.com/watch?v=TxgW5FUEJgE
Музыка для художественной гимнастики;Время - 1-29 Песня - Imagine Dragons - Thunder.;49765;https://www.youtube.com/watch?v=zbxf-6S85CM
Художественная гимнастика выступление спортэкс 10 декабря 2016 mpg;;1583;https://www.youtube.com/watch?v=s-wOf2SdTBQ
Девчонка молодец терпела до конца Художественная Гимнастика;Это был второй выход. Судьями не оценивался. Гимнастка подвернула ногу во время выступления (на 1:23), но прод...;2655971;https://www.youtube.com/watch?v=TClkBlclT_E
Художественная гимнастика Красноярск спорт дети;"Центр Спортивного Развития ""MT Sport"" работает в нескольких городах: в Красноярске, Сосновоборске и Дивногорск...";1655;https://www.youtube.com/watch?v=QPVZEYI_7Ok
Художественная Гимнастика 2018;;376;https://www.youtube.com/watch?v=SFpu0SqDUko
Что-то пошло не так...Гимнастки поймут... Художественная Гимнастика Rhythmic Gymnastics;Не хило так, на носочках простоять минуту, а потом начать выступать... #художественнаягимнастика #rhythmicgymnastics...;311655;https://www.youtube.com/watch?v=uhUlblQHRiE
Секция Художественная гимнастика  на открытом стадионе «Югра-Атлетикс»;;523;https://www.youtube.com/watch?v=Zs7fMZdTlaw
Растяжка в художественной гимнастике. Складочка.;Вариант растяжки в складочку и стенки (плюс плечо);853339;https://www.youtube.com/watch?v=nFocKqakXtI
Художественная гимнастика [Гавриленко Даяна 8 лет | Выступление с скакалкой];;30017;https://www.youtube.com/watch?v=thqyDD-8jco
Челлендж Сделай как КАТЯ ГИМНАСТИКА ХУДОЖЕСТВЕННАЯ ГИМНАСТИКА;Привет,я обожаю смотреть видео Кати Гимнастики,так как Катя Гимнастика тоже как и я занимается Художествен...;427320;https://www.youtube.com/watch?v=RUYvwOKthvY
Художественная гимнастика | открытый урок;Всем привет, меня зовут Рита, мне 5 лет, занимаюсь художественной гимнастикой в студии.;1116;https://www.youtube.com/watch?v=M1m4oqP4-aI
Детские секции Художественная гимнастика, Эстетическая гимнастика г. Сосновоборск, СК Надежда;;529;https://www.youtube.com/watch?v=RTmw05mDAs0
Художественная гимнастика для детей в СПб;Тренировка по художественной гимнастике для девочек 3, 4, 5 лет в зале школы Balance у метро Технологический...;2629;https://www.youtube.com/watch?v=-5w7heGYb1c
Первенство города по художественной гимнастике прошло во Владивостоке;Ежегодно в начале зимы юные гимнастки города встречаются на соревнованиях под названием «Снежинка». По...;1013;https://www.youtube.com/watch?v=bz4qGZEiTG0
"Групповые упражнения  БП Художественная гимнастика. Первенство ФСО ""Спартак""";"Первенство ДЮСШ Киевской областной организации ФСО ""Спартак"" на ""Кубок Алены Дмитраш"" 5 декабря 2015 г. Белая...";14652;https://www.youtube.com/watch?v=PGHx8G_Gr5k
Групповые упражнения с лентой.Художественная гимнастика.;Вьющаяся лента на соревнованиях по художественной гимнастике — пожалуй визитная карточка в этом спорте....;486;https://www.youtube.com/watch?v=sMZJnzVW7zw
Художественная гимнастика. Ангарск 29.11.2014. Школа №5;;3194;https://www.youtube.com/watch?v=mCtxen3vrW8
Тренировка. Художественная гимнастика;;136873;https://www.youtube.com/watch?v=8Qfiu0xXB_8
Студия спортивной гимнастики MADNESS (г.Зеленоград);Студия спортивной гимнастики MADNESS (г.Зеленоград) Проводим набор детей на занятия: спортивная гимнастика:...;2472096;https://www.youtube.com/watch?v=eDYkGAEd9Aw
детская художественная гимнастика;Описание.;113;https://www.youtube.com/watch?v=zA3Mekeaj7w
Как сделать причёску(гульку) для соревнований по художественной гимнастике;Всем привет!!! Я Ксения Сим. Я занимаюсь художественной гимнастикой, и поэтому у меня в жизни происходит...;96595;https://www.youtube.com/watch?v=8UdNGOURZOc
Художественная гимнастика.Дети. Соло.#63.;Rhythmic gymnastics.Children. Solo.#63.;41965;https://www.youtube.com/watch?v=tOk7vuP8wJ4
"Детская гимнастика дома . Урок №7 ""Лягушка""";"Студия гимнастики ""Принцесса Челябинск"" и ""Аквабеби"" представляет урок №7 по детской художественной гимнас...";3860;https://www.youtube.com/watch?v=UoMNo9RtkQc
Светлогорск Художественная Гимнастика;;5336;https://www.youtube.com/watch?v=2MWf9Yh1rHU
Gymnastics 2016.  Детская Художественная Гимнастика;;61;https://www.youtube.com/watch?v=6jav-wQ1OK0
СУПЕР ДЕТСКАЯ ПЛОЩАДКА//ОГРОМНЫЙ ВУЛКАН И БАТУТНАЯ АРЕНА ХУДОЖЕСТВЕННАЯ ГИМНАСТИКА;Салют друзья!Рады видеть вас на нашем канале Мия София! София побывала в Парке Развлечений, на Детской...;1179;https://www.youtube.com/watch?v=KuZKxsqHlkg
Детская художественная гимнастика в Бутово;Секция художественной гимнастики и хореографии в Москве (Бутово) объявляет набор детей с 3-х лет! Подробнее...;1136;https://www.youtube.com/watch?v=FPtjXHZZOUg
Ирина. К юбилею главного тренера сборной России по худ. гимнастике;Ирина. К юбилею Ирины Александровны Винер-Усмановой ▷Подпишись на канал: https://www.youtube.com/c/tvrussia1?sub_confirmation=1...;458484;https://www.youtube.com/watch?v=pDViTn_EXdI
Художественная Гимнастика - красота в каждом движение;В период с 8 по 9 ноября в столичном спортивном комплексе «Сперанца» состоялся Открытый Чемпионат по Художе...;3600;https://www.youtube.com/watch?v=50K_40w0mvY
ГИМНАСТИЧЕСКИЙ ПИКНИК / Групповая тренировка по художественной гимнастике / РОЗЫГРЫШ СПИННЕРОВ;Гимнастический пикник / групповая тренировка по художественной гимнастике на природе. Сегодня я покажу...;3910804;https://www.youtube.com/watch?v=Bxtu2FUhj5I
"ФЕСТИВАЛЬ ДЕТСКОЙ ХУДОЖЕСТВЕННОЙ ГИМНАСТИКИ ""АЛИНА"", 2017";Домисолька, группа ЛЯ-2.;3758;https://www.youtube.com/watch?v=6xuPTuEKXks
Саша Петрунина — Защита разряда (3 юношеский разряд по художественной гимнастике) г. Чебоксары;;5345;https://www.youtube.com/watch?v=ksgaHBSuunM
Художественная гимнастика дети Весенняя ласточка турнир Коломна;"Детский турнир по художественной гимнастике ""Юная Коломчаночка"" в городе Коломна, 2016 год.";2534;https://www.youtube.com/watch?v=QlvARjXxRns
"Художественная гимнастика/ОГФСО Юность России/команда г.Ростов-на-Дону ""Девчата""/БП";Всероссийские соревнования Первенство ОГФСО Юность России по художественной гимнастике в групповых упра...;9643;https://www.youtube.com/watch?v=VRQwhwYDlqQ
VLOG: Художественная гимнастика. Наши первые соревнования. Калининград: Балтийская волна 2016;Мои плейлисты на YouTube: ✓ Косметика Faberlic https://www.youtube.com/watch?v=Y-FSXV2zQyM&list=PLcvI4pgg_Ykkblx0DvkeLp7y59GRkWv7E ...;3792;https://www.youtube.com/watch?v=OIMMNTI8EXE
Художественная гимнастика. Первое выступление. Дети 4 - 5 лет. Гагарин декабрь2014 года;;11013;https://www.youtube.com/watch?v=cZWU6Whkx8A
FitnessDeti. Сеть детских коммерческих спортивных школ по художественной гимнастике и акробатике.;Больше о спортшколе FitnessDeti здесь: https://goo.gl/8Ge2NM Направления: -художественная гимнастика -акробатика -подготов...;1446;https://www.youtube.com/watch?v=XOjX7YJzybQ
"Калініченко Саміра (БП) 18.10.2015 Художественная гимнастика дети. Турнир ДЮСШ ""Чернигов""";"Калініченко Саміра (БП) 2009 г.р. Турнир по художественной гимнастике ДЮСШ ""Чернигов"" ""Золота осінь 2015"" 18 октябр...";25657;https://www.youtube.com/watch?v=eyXadXMY-B4
Художественная гимнастика. Дети;Давыденко Эвелина 2007 г.р.;8756;https://www.youtube.com/watch?v=EfeRis5SHrA
Пирлик Анита 8 лет булавы художественная гимнастика дети;"Пирлик Анита 2006г.р булавы турнир ""Карпатия -2014""";36561;https://www.youtube.com/watch?v=wH887xP6BJk
В Смоленске прошли соревнования по художественной гимнастике;Во Дворце спорта «Юбилейный» прошли сразу несколько соревнований по художественной гимнастике. Помимо...;953;https://www.youtube.com/watch?v=xZ_t2p5g8kY
Чемпионат Европы 2016 (Холон). Художественная гимнастика. 2-й день;2-й день: Личное первенство. Многоборье. 1-я часть - группа Б (11-20 место в квалификации). http://sportideal.ru/;6869;https://www.youtube.com/watch?v=Fz0cI7s5OFo
Художественная Гимнастика. Групповое Спортивная школа;;73;https://www.youtube.com/watch?v=g_GI7KkwUb8
"НОВОСТИ. Фестиваль детской художественной гимнастики ""Алина"" (с участием ансамбля ""Берёзка"")";Источник: http://www.5-tv.ru.;1083;https://www.youtube.com/watch?v=sj955TVJu1Q
"Наумова Марія (БП) 2008-Кат. А ""Перлина Полісся 2015"" Художественная гимнастика";"Наумова Марія (БП) 2008 р.н. Харків ДЮСШ х/г 2-й всеукраинский турнир по художественной гимнастике ""Перлина...";73041;https://www.youtube.com/watch?v=dfWRYccmL8U
Художественная гимнастика  Рождествеские встречи  Групповые упражнения;В спортивно-оздоровительном комплексе города Куйбышева проходят традиционные соревнования по художестве...;1869;https://www.youtube.com/watch?v=NO-y2XnXMW8
Художественная гимнастика г. Благовещенск;"Сюжет о художественной гимнастики в г. Благовещенск в программе ""Детская пора"" АЛЬФА канал www.amurfrg.ru.";1008;https://www.youtube.com/watch?v=CA6f4pon8wc
Школа художественной гимнастики Balance;Как проходят тренировки в Школе художественной гимнастики Balance для девочек от 3 лет. Занятия гимнастикой...;1334;https://www.youtube.com/watch?v=ozlqb6KLETM
Художественная гимнастика. Синеглазка. МБУДО ДЮСШ №1 Гагарин. Наумова Варвара 4 года.;;4985;https://www.youtube.com/watch?v=W3K63ZkA3kE
2014 05 28 - Художественная гимнастика (Лобня);"http://vk.com/club41761213 - US&ViTa http://vk.com/club6492334 ТРК ""ЛОБНЯ""";7787;https://www.youtube.com/watch?v=j14e7JtjkkA
Художественная гимнастика №2. Продольный шпагат.;Показана правильная техника шпагата, популярные ошибки при выполнении данного элемента. Музыка: Sleep Away,...;69385;https://www.youtube.com/watch?v=gVvRqv_Tk6I
"Международный турнир ""У Черного моря"" по художественной гимнастике г. Одесса 25.09.2016";Наше первое выступление на международном турнире по художественной гимнастике. Мы заняли призовое третье...;2123609;https://www.youtube.com/watch?v=e6aWrwzHTWM
Кубок Локомотив 2017. Мои выступления. Художественная гимнастика.;Я в Instagram: https://www.instagram.com/planeta_sofi/ Подписывайтесь на мою группу Вконтакте: https://vk.com/planeta_sofi Спасибо, что смотри...;47357;https://www.youtube.com/watch?v=ctuHOMzOyXw
Художественная гимнастика;Внимание!!! Идет набор детей от 3 до 14 лет в группы по художественной гимнастике в Центре культуры и спорта...;556;https://www.youtube.com/watch?v=WvquVX0koDo
Художественная гимнастика: первые шаги;Rhythmic Gymnastics CSKA sports school Тhе Federal autonomous institution of the Ministry of Defense of the Russian Federation the Central Sports Club Army ...;6660;https://www.youtube.com/watch?v=fJQ-1rNvsZI
Художественная гимнастика для малышей;"Центр ""Феникс""";5764;https://www.youtube.com/watch?v=6jj9-bD5iis
Детская художественная гимнастика;Аделька.;353;https://www.youtube.com/watch?v=q7a2o1SnuwA
Детская художественная гимнастика;"Забирайте в ПОДАРОК Видеоуроки ""3 самых опасных ошибки при растяжке на шпагат"" Скачать здесь: http://vk.cc/5tEEj5...";26217;https://www.youtube.com/watch?v=BzlFq5j8cGM
Детские секции, Художественная и эстетическая гимнастика, г. Емельяново.;Детские спортивно-оздоровительные сборы. Художественная гимнастика, январь 2017.;121;https://www.youtube.com/watch?v=d1yOpBFIBTI
В ШЕЛЕХОВЕ ВОСПИТЫВАЮТ ЗВЕЗД ХУДОЖЕСТВЕННОЙ ГИМНАСТИКИ.;13-летняя Милена Симкалова из Шелехова выполнила норматив кандидата в мастера спорта. Соответствующее удос...;1085;https://www.youtube.com/watch?v=GbQXlqCdTLo
Художественная гимнастика в Астане;;18626;https://www.youtube.com/watch?v=kwt5VHdlTmk
"Алиса Кожикина - ""Улыбайся"" (Фестиваль детской художественной гимнастики ""Алина -2016"")";;262419;https://www.youtube.com/watch?v=PbeOSuYRBpw
Художественная гимнастика;ООО ТРО Мариупольское ТВ www.mariupolskoe.tv.;613;https://www.youtube.com/watch?v=pvGpNz5XEnI
Краевая детская юношеская школа олимпийского резерва по художественной гимнастике;Краевая детская юношеская школа олимпийского резерва по художественной гимнастике. педагог хореограф...;622;https://www.youtube.com/watch?v=nKEH0w4tYHg
Художественная гимнастика Чепакова Екатерина;Ты не всегда побеждаешь, но каждый раз, когда ты проигрываешь, ты становишься лучше. Большое спасибо тренера...;162;https://www.youtube.com/watch?v=UAW12XCvHss
"Фестиваль Детской Художественной гимнастики ""АЛИНА 2017"" Песня волшебника";;3132;https://www.youtube.com/watch?v=O0zmMUETjN0
Урок 1. Художественная гимнастика. Разминка стоп.;;3042;https://www.youtube.com/watch?v=af6mT4_6-JE
ШКОЛА ХУДОЖЕСТВЕННОЙ  ГИМНАСТИКИ «ЖУЛДЫЗ», Астана;Школа художественной гимнастики «Жулдыз» АСТАНА www.rg-star.kz МЫ МОЖЕМ ПРЕДЛОЖИТЬ ВАМ ШИРОКИЙ АССОРТИМЕНТ ТОВА...;7564;https://www.youtube.com/watch?v=p3o_CfBHOxU
ХУДОЖЕСТВЕННАЯ ГИМНАСТИКА;Буквально на один час после соревнований к нам приехал в гости замечательный коллектив девочек по художест...;665;https://www.youtube.com/watch?v=QxJtct8Q89Q
Детские соревнования по художественной гимнастике.;"Соревнования по художественной гимнастике. Дети. ФОК ""Радуга"". Зеленоград. Осень 2010 г. оператор - Михаил...";2999;https://www.youtube.com/watch?v=3DZYq5P1wo4
Вести-Хабаровск. Художественная гимнастика;Дружба дружбой, а медали врозь. В Хабаровске стартовал Чемпионат края по художественной гимнастике. Основн...;3226;https://www.youtube.com/watch?v=putVkyNYBLo
ХУДОЖЕСТВЕННАЯ ГИМНАСТИКА;ХУДОЖЕСТВЕННАЯ ГИМНАСТИКА.;162;https://www.youtube.com/watch?v=1d_UITcYF6o
Вести-Хабаровск. Художественная гимнастика;Демонстрировать бойцовские качества на ковре могут не только представители единоборств, но и художественн...;2835;https://www.youtube.com/watch?v=NtzwGwgxhWI
"Художественная гимнастика ""Гномики""";Показательные выступления.;824;https://www.youtube.com/watch?v=yGd7UKQ9M-E
Как сесть на ШПАГАТ / Художественная гимнастика / детская гимнастика/kids gymnastics;Привет, ребята! В этом видео я покажу, какие упражнения я делаю, чтобы сесть на шпагат со стула. Hi, friends....;371;https://www.youtube.com/watch?v=-sC5kHavvNA
Гран-При 2016. Москва. Художественная гимнастика. День 2;Квалификация Гран-При, групповые упражнения - 6 булав+2 обруча.;2424;https://www.youtube.com/watch?v=CV9j6qA_oC4
Художественная гимнастика 3+;;251;https://www.youtube.com/watch?v=eZS8nG1SBI8
Открытый урок по художественной гимнастики/дети 4-5 лет/СДЮШОР Петроградского района;Привет всем кто посетил наш канал))))))))) Это канал Августины и Полины - а снимает и попадает иногда в кадр...;3038;https://www.youtube.com/watch?v=w0uxiklcSsc
Художественная гимнастика в Новомосковске;Соревнования по художественная гимнастике в Новомосковске 2016г.;265;https://www.youtube.com/watch?v=kmEKRr34RdE
Художественная гимнастика, соревнования Kuldne Karikas;Соревнования Kuldne karikas девочек из клуба Olymp. Тренер Дарья Жмаченко.;987;https://www.youtube.com/watch?v=vu7v-zf5618
Художественная гимнастика Турнир Масловой Кстово 2010 БП;25-26 марта 2017 года в г.Нижний Новгород, региональный турнир по художественной гимнастике памяти А. Масловой....;9310;https://www.youtube.com/watch?v=qNwK00nCg0k
Художественная гимнастика. Сезон 2014-2015.;"Азы художественной гимнастики в детской студии ""Грамотеи"". Фрагменты занятий для девочек 3-4 и 5-6 лет. Тренер...";1310;https://www.youtube.com/watch?v=lzXvG8Apl5Y
"Художественная гимнастика ВЕСЕННИЕ КРАСКИ  ""Звёздочки"" 2011-2012г.р. БП групповые упражнения";Открытый турнир по художественной гимнастике Весенние Краски 2017, г.Кстово, ФОК Волжский Берег.;6700;https://www.youtube.com/watch?v=mzBt-sKBwok
Фестиваль Детской Художественной Гимнастики АЛИНА   2013г к Международному дню Защиты Детей1;;305;https://www.youtube.com/watch?v=f6fqBfyfrRA
Первое выступление. Девочки 5 лет. Художественная гимнастика. The girls are 5 years old. Gymnastics.;Первое выступление по художественной гимнастике. Групповое выступление девочек 2010 года рождения. Спортивн...;1237;https://www.youtube.com/watch?v=o_sbnZaf2es
Художественная гимнастика. Начало. 5ая позиция;Первые шаги в гимнасике.;648;https://www.youtube.com/watch?v=qVbHWKfn0ZQ
Художественная гимнастика 1 / Rhythmic Gymnastics 1;Вторая серия о том, как наша Мери совершенствует свои навыки в художественной гимнастике. Теперь мы можем...;7001;https://www.youtube.com/watch?v=vXg5S-o7QgY
Первенство по художественной гимнастике «Олимпийские надежды» прошло во Владивостоке;;1060;https://www.youtube.com/watch?v=V3xpM7z5Uec
Тренировка художественная гимнастика. Миллерово. 2016 год;Тренировка художественная гимнастика. Миллерово. 2016 год.;403;https://www.youtube.com/watch?v=uzWcM_5tLKU
Художественная гимнастика открытый урок;Художественная гимнастика открытый урок.;84;https://www.youtube.com/watch?v=IksWMB9xzNM
"Команда ""Чипполино"" город Шахты, художественная гимнастика";художественная гимнастика, Шахты, Всероссийские соревнования в Пензе 17 февраля 2018 года, тренеры: Елена...;244;https://www.youtube.com/watch?v=AP_oUfZkDOo
"Детский клуб ""Лайменок"" - Художественная гимнастика";"Детский клуб ""Лайменок"" предлагает программы развития для детей от 1 года до 12 лет. Наши программы: 1-2 года:...";1888;https://www.youtube.com/watch?v=WoVvfgAB5QE
Художественная гимнастика г. Волгодонск;Кубок Ростовской области по художественной гимнастике в г. Волгодонск 22.11.2013.;1711;https://www.youtube.com/watch?v=bjQLeRANu3M
Соревнования Художественная гимнастика;Описание.;69;https://www.youtube.com/watch?v=SmFTL1dqI6w
Художественная гимнастика для детей, профессионалы советуют;;71959;https://www.youtube.com/watch?v=WBbs91ACiVY
"ДОКУМЕНТАЛЬНЫЙ ФИЛЬМ ""ВЕРЮ В ТЕБЯ"" о художественной гимнастике";Екатерина Бибик - мастер спорта по художественной и эстетической гимнастике, обладательница кубка Мира,...;3032;https://www.youtube.com/watch?v=9YCOI14nqC4
Художественная Гимнастика Набор Девочек 3-5 лет;30 августа в кинозале ФОКа, с 18.00 до 20.00 набор в группу по художественной гимнастике детей 3-5 лет. Тренер Масте...;1018;https://www.youtube.com/watch?v=fq_queEOAIw
Художественная гимнастика. Максимова Ольга.;Открытые соревнования по художественной гимнастике в г. Железногорске.;1742;https://www.youtube.com/watch?v=By646z0d1_0
Художественная гимнастика соло  Ксения Разоренова;;106;https://www.youtube.com/watch?v=FWjOi9yKY5s
Детская хореография и художественная гимнастика.;"Олимпиада Грамотеев на курсе ""Детский Фитнес"". Фрагмент открытого занятия ""Маленьких балерин"", группа 2 (21.02.20...";630;https://www.youtube.com/watch?v=z9b3Ycpw50M
Художественная гимнастика Волжский ДЮЦ 25.11.2017;Соревнования по художественной гимнастике.;110;https://www.youtube.com/watch?v=ZWVtvYyM1YQ
Художественная гимнастика в Конаково;Художественная гимнастика - самый прекрасный и женственный спорт. Мария Гевондян убедилась в этом еще раз,...;6340;https://www.youtube.com/watch?v=9fYHhgvYVOs
Стартовал чемпионат Новгородской области по художественной гимнастике;"Материал программы ""Новости дня"" Новгородского областного телевидения. #ВремяВключаться.";338;https://www.youtube.com/watch?v=PyKaf8YpLuQ
Красота и пластика - художественная гимнастика (15.04.2013);;3343;https://www.youtube.com/watch?v=zJ4EoPLZ2CY
КАК СДЕЛАТЬ ПЛАНШЕ / ХУДОЖЕСТВЕННАЯ ГИМНАСТИКА;Ищите меня в Instagram: https://www.instagram.com/planeta_sofi/ Подписывайтесь на мою группу Вконтакте: https://vk.com/planeta_sofi Спасибо,...;90531;https://www.youtube.com/watch?v=UXSH5DkvpKg
Художественная гимнастика. «Кубок чемпионок Газпром». Сабина Ташкенбаева;Выступление представительницы Узбекистана на международном турнире «Кубок чемпионок Газпром» Сабины...;2112;https://www.youtube.com/watch?v=7bUT1R_EPvM
Дополнительные занятия. Художественная гимнастика, детский сад Маленькая Страна Химки-Сходня;Дополнительные занятия. Художественная гимнастика Занятия по художественной гимнастике пользуются больш...;1660;https://www.youtube.com/watch?v=rOJuDvseGQI
Художественная гимнастика Розовая пантера.;Художественная гимнастика Кубок Надежды Одесса 2006 год. Розовая пантера Ярош Яна.;282;https://www.youtube.com/watch?v=O-he4Nqvbtk
Детская художественная гимнастика;;288;https://www.youtube.com/watch?v=nMy3ZYiQNQ0
Художественная гимнастика  Групповые  Обруч;Соревнования по художественной гимнастике в групповых упражнениях с обручем. Команда УСиТ 2006-2007 г.р.;1859;https://www.youtube.com/watch?v=RgNV0MldtMs
"Фестиваль ""Алина"", 2012. Художественная гимнастика";"Небольшая нарезка из видеоматериалов 4-ого Фестиваля детской художественной гимнастики ""АЛИНА"", прошедшего...";3886;https://www.youtube.com/watch?v=WZ04L-kK0NQ
Художественная гимнастика.  Моя косметичка. Макияж гимнастки.;Обзор. Что в моей косметичке. Макияж гимнастки. Подписывайтесь на мою страницу в инстаграм: https://www.instagram.com/sof...;3426;https://www.youtube.com/watch?v=pJkfSuQaPFU
"Художественная гимнастика ""Новогодний открытый урок"" г. Альметьевск";Репортаж: Телекомпании Луч г. Альметьевск Разнообразие ярких, сверкающих костюмов, череда музыкальных...;309;https://www.youtube.com/watch?v=UHWODN7smeE
Художественная гимнастика для детей от 3 лет .Сдача нормативов.;Отчетный Новогодний Праздник Академия Искусств Муза.Сдача нормативов .Группа 3-4 года.Срок обучения 3месяца....;2241;https://www.youtube.com/watch?v=Jv5MqdX3rwU
Сумы Художественная гимнастика;Сумы. Ноябрь 2012 года. Кубок губернатора На ковре манежа УАБД юные дончанки оказались сильнейшими среди...;5080;https://www.youtube.com/watch?v=YhxACTPNTGc
Художественная гимнастика;;4834;https://www.youtube.com/watch?v=adPlYaecXeg
